,X_UTME,Y_UTMN,Z_TVDSS,POLY_ID
88,459898.896973,5934492.001587,1643.855957,1
89,459856.265381,5934588.10022,1650.429688,1
90,459846.959961,5934608.255127,1651.834351,1
91,459801.534424,5934706.644897,1658.69165,1
92,459785.337524,5934739.081787,1661.039551,1
93,459776.099487,5934762.679932,1662.565918,1
94,459713.652466,5934922.197266,1672.884033,1
95,459692.187256,5934981.141113,1677.498047,1
96,459675.317993,5935019.994141,1679.185181,1
97,459665.341187,5935047.056152,1680.297241,1
98,459617.748779,5935251.089844,1687.699707,1
99,459610.912476,5935290.916504,1689.057373,1
100,459589.410156,5935631.764648,1699.362183,1
101,459585.530762,5935703.953369,1701.52063,1
102,459584.6073,5935759.415283,1703.105835,1
103,459583.737793,5935800.068604,1704.181274,1
104,459581.071167,5935924.722656,1707.478638,1
105,459580.861938,5935934.513672,1707.737671,1
106,459575.722046,5936023.390137,1710.207764,1
107,459574.601929,5936039.609131,1710.576172,1
108,459556.430176,5936188.187988,1714.206055,1
109,459552.484619,5936213.119873,1714.843872,1
110,459546.121826,5936253.324951,1715.872559,1
111,459514.294922,5936411.971191,1720.147827,1
112,459512.122314,5936423.76416,1720.459351,1
113,459497.386475,5936420.032715,1713.751221,1
